"statement_date","transaction_date","posting_date","description","amount","currency_amount","currency_code","exchange_rate","source_file"
"2025-08-05","2025-08-01","2025-08-05","CALGARY DENTAL HOUSE CALGARY","420.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-08-05","2025-08-01","2025-08-05","BKG*HOTEL AT BOOKING.C (888)850-395","-329.86","214.20","EUR","1.53996","TD_AEROPLAN_VISA_INFINITE_9225_Aug_05-2025.pdf"
"2025-09-03","2025-08-08","2025-08-08","FREEDOM MOBILE 877-946-3184","202.02","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-10","2025-08-11","SWISS CHALET # 1234 CALGARY","38.30","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-10","2025-08-11","JUGO JUICE - 2107 CALGARY","10.45","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-10","2025-08-11","SEPHORA THE CORE CALGARY","71.40","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-09","2025-08-12","SOBEYS COUNTRY HILLS # CALGARY","4.69","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-13","2025-08-14","DDKINJOSUSHIGRILL DOWNTOWN TOR","31.66","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-13","2025-08-14","PAYMENT - THANK YOU","-2195.73","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-16","2025-08-18","SQ *TAJ KABOB - AFGHAN ST 8774174551","40.80","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-16","2025-08-18","CHIPOTLE 5100 CALGARY","32.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-17","2025-08-18","Blacksheepyyc_1 Calgary","19.63","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-19","2025-08-21","MCDONALD'S #9287 CALGARY","19.28","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-24","2025-08-25","THE DOG & ABSOLUTELY EDI EDMONTON","18.40","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-23","2025-08-26","SOBEYS MILLRISE #5064 CALGARY","51.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-08-31","2025-09-02","CONRICH GAS PLUS CONRICH","20.56","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-09-03","2025-09-02","2025-09-03","CALGARY DENTAL HOUSE CALGARY","420.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Sep_03-2025.pdf"
"2025-10-03","2025-09-07","2025-09-08","ESSO FORTRESS JUNCTION S KANANASKIS","5.87","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-08","2025-09-08","FREEDOM MOBILE 877-946-3184","88.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-07","2025-09-09","MCDONALD S #9527 CALGARY","29.25","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-09","2025-09-10","PAYMENT - THANK YOU","-749.33","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-09","2025-09-11","YYC BAD EGG 7271118 CALGARY","19.38","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-09","2025-09-11","ALASKA AIR 0272116813229 RICHMOND","36.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-09","2025-09-11","HUDSON ST2172 CALGARY","17.82","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-12","2025-09-15","PY *DILETTANTE MOCHA CAFE SEATAC","42.68","29.97","USD","1.42409","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-12","2025-09-15","ALASKA AIR 0272117143759 SEATTLE","35.60","25.00","USD","1.42400","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-20","2025-09-22","LA DIPERIE - 2145 CALGARY","19.97","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-21","2025-09-22","7 ELEVEN STORE #32168 CALGARY","2.10","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-21","2025-09-23","CANADIAN TIRE #462 CALGARY","17.30","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-23","2025-09-24","LINA'S MARKET HALL CALGARY","16.80","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-23","2025-09-24","LINA'S MARKET HALL CALGARY","6.30","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-23","2025-09-24","LINA'S MARKET HALL CALGARY","50.08","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-23","2025-09-24","SEPHORA DEERFOOT CITY CALGARY","140.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-27","2025-09-29","American Eagle 1013 Rocky View","83.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-27","2025-09-29","DISTRICT ANIMAL HOSPITAL CALGARY","64.31","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-27","2025-09-29","JUGO JUICE - 2198 ROCKY VIEW C","7.09","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-09-27","2025-09-29","GAP OUTLET 3274 CALGARY","22.04","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-10-01","2025-10-02","CALGARY DENTAL HOUSE CALGARY","420.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-10-03","2025-10-03","2025-10-03","ANNUAL FEE","139.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Oct_03-2025.pdf"
"2025-11-03","2025-10-09","2025-10-09","COBS Bread CALGARY","16.16","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-09","2025-10-09","FREEDOM MOBILE 877-946-3184","88.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-10","2025-10-10","aliexpress Toronto","16.60","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-10","2025-10-10","aliexpress Toronto","94.76","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-11","2025-10-14","TST-Rosies Burgers - Calgary","52.51","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-15","2025-10-16","SALARMY HORIZON HEIGHTS T CALGARY","14.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-15","2025-10-16","H&W PRODUCE CALGARY","48.71","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-15","2025-10-20","FRESHCO #9637 CALGARY","71.20","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-19","2025-10-20","SP BALI BODY CA BRIGHTON","82.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-19","2025-10-20","CREPE DELICIOUS ROCKY VIEW C","14.83","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-19","2025-10-20","YOGEN FRUZ CALGARY","8.14","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-19","2025-10-20","SQ *HULA CROSS IRON MILLS CALGARY","38.11","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-19","2025-10-20","SEPHORA CROSS IRON ROCKY VIEW","34.65","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-21","2025-10-22","DOLLARAMA #1633 CALGARY","37.24","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-23","2025-10-24","MEDICARE CLINIC CALGARY","36.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-29","2025-10-30","WINNERS 297 CALGARY","83.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-30","2025-10-31","URBAN PLANET #1881 CALGARY","21.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-30","2025-10-31","WINNERS 297 CALGARY","92.35","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-10-31","2025-11-03","Balisim HONG KONG","24.68","17.15","USD","1.43906","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-11-02","2025-11-03","3719_YYC_Rundle_Market Calgary","13.64","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-11-02","2025-11-03","0834_YVR_Red_Cedar Richmond","5.07","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-11-03","2025-11-03","2025-11-03","RETAIL INTEREST","34.24","","","","TD_AEROPLAN_VISA_INFINITE_9225_Nov_03-2025.pdf"
"2025-12-03","2025-11-03","2025-11-04","SHEN HENG CHANG 00264 TAOYUAN CITY","29.95","640.00","TWD","0.04679","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-03","2025-11-04","Prismalink*IND VISAARR JAKARTA PUSA","45.44","524500.00","IDR","0.00008","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-03","2025-11-04","Prismalink*IND VISAARR JAKARTA PUSA","45.44","524500.00","IDR","0.00008","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-03","2025-11-04","CALGARY DENTAL HOUSE CALGARY","420.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-03","2025-11-04","PAYMENT - THANK YOU","-2024.21","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-08","2025-11-10","FREEDOM MOBILE 877-946-3184","88.15","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-21","2025-11-21","TST-Tastes on the Fly- Richmond","28.25","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-21","2025-11-24","STARBUCKS PIER C RICHMOND","1.38","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-24","2025-11-24","aliexpress Toronto","20.27","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-27","2025-11-28","SLAVIC STORE CALGARY","33.89","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-29","2025-12-01","aliexpress Toronto","131.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-29","2025-12-01","SHOPPERS DRUG MART #23 ROCKY VIEW C","32.55","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-29","2025-12-01","URBAN BEHAVIOR #1661 ROCKY VIEW","18.11","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-11-30","2025-12-01","HM Hennes Mauritz Inc. Toronto","157.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-12-01","2025-12-02","aliexpress Toronto","143.37","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-12-01","2025-12-02","CALGARY DENTAL HOUSE CALGARY","420.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
"2025-12-03","2025-12-03","2025-12-03","RETAIL INTEREST","11.83","","","","TD_AEROPLAN_VISA_INFINITE_9225_Dec_03-2025.pdf"
